"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry",
"UIS","Unisys Corporation","13","663319826","n/a","n/a","Technology","EDP Services",
"UNT","Unit Corporation","17.02","920067432.32","n/a","n/a","Energy","Oil & Gas Production",
"UMC","United Microelectronics Corporation","1.93","4602787023.99","n/a","n/a","Technology","Semiconductors",
"UNFI","United Natural Foods, Inc.","13.11","672708854.61","n/a","1996","Consumer Non-Durables","Food Distributors",
"UPS","United Parcel Service, Inc.","100.83","86635774519.44","n/a","1999","Transportation","Trucking Freight/Courier Services",
"URI","United Rentals, Inc.","127.26","10128761095.32","n/a","1997","Technology","Diversified Commercial Services",
"USM","United States Cellular Corporation","57.89","4969968922.38","n/a","1988","Public Utilities","Telecommunications Equipment",
"UZA","United States Cellular Corporation","24.53","0","n/a","n/a","Public Utilities","Telecommunications Equipment",
"UZB","United States Cellular Corporation","24.93","0","n/a","2014","Public Utilities","Telecommunications Equipment",
"UZC","United States Cellular Corporation","25.02","0","n/a","2015","Public Utilities","Telecommunications Equipment",
"X","United States Steel Corporation","21.64","3836093326.32","n/a","n/a","Basic Industries","Steel/Iron Ore",
"UTX","United Technologies Corporation","115.81","99988524317.81","n/a","n/a","Capital Goods","Aerospace",
"UNH","UnitedHealth Group Incorporated","268.05","257873267310","n/a","n/a","Health Care","Medical Specialities",
"UTL","UNITIL Corporation","48.83","726246392.65","n/a","n/a","Public Utilities","Power Generation",
"UNVR","Univar Inc.","20.49","2902348505.28","n/a","2015","Consumer Durables","Specialty Chemicals",
"UVV","Universal Corporation","54.84","1369288937.16","n/a","n/a","Consumer Services","Farming/Seeds/Milling",
"UHT","Universal Health Realty Income Trust","67.37","926062899.88","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"UHS","Universal Health Services, Inc.","131.14","12132072332.94","n/a","n/a","Health Care","Hospital/Nursing Management",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","37.87","1323135082.64","n/a","n/a","Finance","Property-Casualty Insurers",
"UTI","Universal Technical Institute Inc","3.9","98925114.6","n/a","2003","Consumer Services","Other Consumer Services",
"UNM","Unum Group","34.37","7518385704.41","n/a","n/a","Finance","Accident &Health Insurance",
"UNMA","Unum Group","24.8496","0","n/a","2018","Finance","Accident &Health Insurance",
"UE","Urban Edge Properties","20.09","2296399644.63","n/a","2015","Finance","Real Estate",
"UBA","Urstadt Biddle Properties Inc.","20.52","818447792.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"UBP","Urstadt Biddle Properties Inc.","16.1303","643362983.711","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"USFD","US Foods Holding Corp.","33.96","7379750032.92","n/a","2016","Consumer Non-Durables","Food Distributors",
"USAC","USA Compression Partners, LP","14.76","1422342101.16","n/a","2013","Public Utilities","Natural Gas Distribution",
"USNA","USANA Health Sciences, Inc.","114.45","2744120153.25","n/a","n/a","Consumer Durables","Specialty Chemicals",
"USDP","USD Partners LP","11.09","289890492.9","n/a","2014","Transportation","Railroads",
"USG","USG Corporation","43.16","6031861191.2","n/a","n/a","Capital Goods","Building Materials",
"BIF","USLIFE Income Fund, Inc.","10.51","1113225873.85","n/a","n/a","n/a","n/a",
"VFC","V.F. Corporation","83.5","33133333982.5","n/a","n/a","Consumer Non-Durables","Apparel",
"EGY","VAALCO Energy, Inc. ","1.86","110742313.08","n/a","n/a","Energy","Oil & Gas Production",
"MTN","Vail Resorts, Inc.","183.9","7420203719.7","n/a","1997","Consumer Services","Services-Misc. Amusement & Recreation",
"VALE","VALE S.A.","13.66","70507761997.66","n/a","n/a","Basic Industries","Precious Metals",
"VLO","Valero Energy Corporation","82.19","34873894409.98","n/a","n/a","Energy","Integrated oil Companies",
"VHI","Valhi, Inc.","3.01","1020948201.49","n/a","n/a","Basic Industries","Major Chemicals",
"VMI","Valmont Industries, Inc.","126.23","2788228830.4","n/a","n/a","Capital Goods","Metal Fabrications",
"VVV","Valvoline Inc.","22.11","4160321229.57","n/a","2016","Basic Industries","Major Chemicals",
"VAPO","Vapotherm, Inc.","16.42","274754628.5","n/a","2018","Health Care","Medical/Dental Instruments",
"VAR","Varian Medical Systems, Inc.","130.96","11939004414","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"VGR","Vector Group Ltd.","9.95","1402100687.9","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling",
"VVC","Vectren Corporation","72.01","5982640846.95","n/a","n/a","Public Utilities","Natural Gas Distribution",
"VEC","Vectrus, Inc.","24.47","275558407.37","n/a","2014","Consumer Services","Diversified Commercial Services",
"VEDL","Vedanta  Limited","11.07","10287341690.13","n/a","2013","Capital Goods","Metal Fabrications",
"VEEV","Veeva Systems Inc.","109.2","15866924892","n/a","2013","Technology","Computer Software: Prepackaged Software",
"VNTR","Venator Materials PLC","4.44","472446018.84","n/a","2017","Basic Industries","Major Chemicals",
"VTR","Ventas, Inc.","62.43","22254282319.23","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"VNE","Veoneer, Inc.","31.03","2704789993.05","n/a","2018","Capital Goods","Auto Parts:O.E.M.",
"VER","VEREIT Inc.","7.66","7411092704.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"VRTV","Veritiv Corporation","33.21","526265253.9","n/a","2014","Consumer Services","Paper",
"VZ","Verizon Communications Inc.","56.4","233045651696.4","n/a","n/a","Public Utilities","Telecommunications Equipment",
"VZA","Verizon Communications Inc.","25.62","0","n/a","2014","Public Utilities","Telecommunications Equipment",
"VET","Vermilion Energy Inc.","23.38","3568055210.02","n/a","n/a","Energy","Oil & Gas Production",
"VRS","Verso Corporation","25.29","873854879.04","n/a","2016","Basic Industries","Paper",
"VSM","Versum Materials, Inc.","31.65","3453381000.6","n/a","2016","Basic Industries","Major Chemicals",
"VVI","Viad Corp","52.64","1070725499.2","n/a","n/a","Miscellaneous","Business Services",
"VICI","VICI Properties Inc.","21.45","8681447581.95","n/a","2018","Consumer Services","Real Estate Investment Trusts",
"VNCE","Vince Holding Corp.","12.03","139811938.2","n/a","2013","Consumer Services","Clothing/Shoe/Accessory Stores",
"VIPS","Vipshop Holdings Limited","7.62","5051781412.8","n/a","2012","Consumer Services","Catalog/Specialty Distribution",
"ZTR","Virtus Global Dividend & Income Fund Inc.","9.77","239307640.33","n/a","1988","n/a","n/a",
"VGI","Virtus Global Multi-Sector Income Fund","11.8","133389937.6","n/a","2012","n/a","n/a",
"ZF","Virtus Total Return Fund Inc.","9.12","196329778.56","n/a","1986","n/a","n/a",
"V","Visa Inc.","138.67","315027629152.18","n/a","n/a","Miscellaneous","Business Services",
"VSH","Vishay Intertechnology, Inc.","19.59","2825174631.78","n/a","n/a","Capital Goods","Electrical Products",
"VPG","Vishay Precision Group, Inc.","33.06","445464027.66","n/a","n/a","Capital Goods","Electrical Products",
"VSTO","Vista Outdoor Inc.","11.01","633936807.75","n/a","2015","Capital Goods","Ordnance And Accessories",
"DYNC","Vistra Energy Corp.","95.86","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"VST","Vistra Energy Corp.","24.65","11907092281","n/a","n/a","Public Utilities","Electric Utilities: Central",
"VSI","Vitamin Shoppe, Inc","5.12","122983915.52","n/a","2009","Consumer Non-Durables","Food Chains",
"VSLR","Vivint Solar, Inc.","4.09","488018476.89","n/a","2014","Capital Goods","Building Products",
"VMW","Vmware, Inc.","149.43","61250024084.4","n/a","2007","Technology","Computer Software: Prepackaged Software",
"VOC","VOC Energy Trust","4.72","80240000","n/a","2011","Energy","Oil & Gas Production",
"VCRA","Vocera Communications, Inc.","40.14","1226243924.64","n/a","2012","Consumer Durables","Telecommunications Equipment",
"VG","Vonage Holdings Corp.","9.16","2194557489.92","n/a","2006","Public Utilities","Telecommunications Equipment",
"VNO","Vornado Realty Trust","66.2","12596919893.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"VJET","voxeljet AG","2.14","51745200","n/a","2013","Capital Goods","Industrial Machinery/Components",
"IAE","Voya Asia Pacific High Dividend Equity Income Fund","8.89","105780812.06","n/a","2007","n/a","n/a",
"IHD","Voya Emerging Markets High Income Dividend Equity Fund","8.01","152504704.89","n/a","2011","n/a","n/a",
"VOYA","Voya Financial, Inc.","46.74","7268825645.58","n/a","2013","Finance","Life Insurance",
"IGA","Voya Global Advantage and Premium Opportunity Fund","10.06","184147957.96","n/a","2005","n/a","n/a",
"IGD","Voya Global Equity Dividend and Premium Opportunity Fund","6.37","618383171.77","n/a","2005","n/a","n/a",
"IDE","Voya Infrastructure, Industrials and Materials Fund","12.12","233657589.48","n/a","2010","n/a","n/a",
"IID","Voya International High Dividend Equity Income Fund","5.62","47341969.56","n/a","2007","n/a","n/a",
"IRR","Voya Natural Resources Equity Income Fund","4.9","111035342.6","n/a","n/a","n/a","n/a",
"PPR","Voya Prime Rate Trust","4.71","696080024.61","n/a","n/a","n/a","n/a",
"VMC","Vulcan Materials Company","100.77","13306458418.32","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"WTI","W&T Offshore, Inc.","5.37","747255895.26","n/a","2005","Energy","Oil & Gas Production",
"WPC","W.P. Carey Inc.","71.78","11561136666.18","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"WRB","W.R. Berkley Corporation","75","9159318225","n/a","n/a","Finance","Property-Casualty Insurers",
"GRA","W.R. Grace & Co.","71.12","4764298929.6","n/a","n/a","Basic Industries","Major Chemicals",
"GWW","W.W. Grainger, Inc.","291.83","16302312518.8","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services",
"WNC","Wabash National Corporation","14.77","814374789.76","n/a","1991","Capital Goods","Construction/Ag Equipment/Trucks",
"WBC","Wabco Holdings Inc.","112.55","5871647061.6","n/a","n/a","Capital Goods","Auto Manufacturing",
"WDR","Waddell & Reed Financial, Inc.","17.59","1377626073.72","n/a","1998","Finance","Investment Bankers/Brokers/Service",
"WAGE","WageWorks, Inc.","30.3","1200987040.8","n/a","2012","Miscellaneous","Business Services",
"WD","Walker & Dunlop, Inc.","48.24","1506953440.8","n/a","2010","Finance","Finance: Consumer Services",
"WMT","Walmart Inc.","96.94","281635910119.46","n/a","n/a","Consumer Services","Department/Specialty Retail Stores",
"DIS","Walt Disney Company (The)","111.09","165599506781.1","n/a","n/a","Consumer Services","Television Services",
"HCC","Warrior Met Coal, Inc.","27.1","1429699524","n/a","2017","Energy","Coal Mining",
"WPG","Washington Prime Group Inc.","5.49","1021548790.89","n/a","2014","Consumer Services","Real Estate Investment Trusts",
"WRE","Washington Real Estate Investment Trust","24.59","1963413189.18","n/a","n/a","n/a","n/a",
"WCN","Waste Connections, Inc.","80.98","21338897923.04","n/a","n/a","Public Utilities","Environmental Services",
"WM","Waste Management, Inc.","94.9","40460332862.3","n/a","n/a","Public Utilities","Environmental Services",
"WAT","Waters Corporation","229.16","17357889195.2","n/a","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments",
"WSO","Watsco, Inc.","145.93","5461779022.7","n/a","n/a","Consumer Durables","Industrial Machinery/Components",
"WTS","Watts Water Technologies, Inc.","73","2488877257","n/a","1986","Capital Goods","Metal Fabrications",
"W","Wayfair Inc.","102.19","9232182440.14","n/a","2014","Consumer Services","Catalog/Specialty Distribution",
"WFT","Weatherford International plc","0.5975","598051175.2275","n/a","n/a","Energy","Metal Fabrications",
"WBS","Webster Financial Corporation","57.23","5279295810","n/a","n/a","Finance","Major Banks",
"WEC","WEC Energy Group, Inc.","71.04","22414970663.04","n/a","n/a","Public Utilities","Power Generation",
"WEI","Weidai Ltd.","9.98","698507685","n/a","2018","Finance","Finance: Consumer Services",
"WRI","Weingarten Realty Investors","27.4","3516098588.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"WMK","Weis Markets, Inc.","48.67","1309147220.81","n/a","n/a","Consumer Services","Food Chains",
"WBT","Welbilt, Inc.","13.65","1913986606.35","n/a","2016","Technology","Industrial Machinery/Components",
"WCG","WellCare Health Plans, Inc.","275.13","13754262367.71","n/a","2004","Health Care","Medical Specialities",
"WFC","Wells Fargo & Company","50.13","229660569000","n/a","n/a","Finance","Major Banks",
"EOD","Wells Fargo Global Dividend Opportunity Fund","5.08","230802520.36","n/a","2007","n/a","n/a",
"WELL","Welltower Inc.","74.94","28150792460.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"WAIR","Wesco Aircraft Holdings, Inc.","8.3","826897916.5","n/a","2011","Capital Goods","Wholesale Distributors",
"WCC","WESCO International, Inc.","52.94","2471821963.52","n/a","1999","Consumer Non-Durables","Telecommunications Equipment",
"WST","West Pharmaceutical Services, Inc.","106.73","7906523285.83","n/a","n/a","Basic Industries","Specialty Chemicals",
"WAL","Western Alliance Bancorporation","45.55","4780426950","n/a","2005","Finance","Major Banks",
"WALA","Western Alliance Bancorporation","25.41","0","n/a","2016","Finance","Major Banks",
"WEA","Western Asset Bond Fund","12.69","151071277.5","n/a","2002","n/a","n/a",
"TLI","Western Asset Corporate Loan Fund Inc","9.3047","92479059.7214","n/a","1998","n/a","n/a",
"EMD","Western Asset Emerging Markets Debt Fund Inc","13.36","811566720.32","n/a","n/a","n/a","n/a",
"GDO","Western Asset Global Corporate Defined Opportunity Fund Inc.","15.75","235313505","n/a","2009","n/a","n/a",
"EHI","Western Asset Global High Income Fund Inc","9.06","405855918.54","n/a","2003","n/a","n/a",
"HIX","Western Asset High Income Fund II Inc.","6.18","532739830.08","n/a","1998","n/a","n/a",
"HIO","Western Asset High Income Opportunity Fund, Inc.","4.63","597900985.66","n/a","n/a","n/a","n/a",
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","13.68","311676487.92","n/a","2010","n/a","n/a",
"SBI","Western Asset Intermediate Muni Fund Inc","8.58","120826262.7","n/a","1992","n/a","n/a",
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","18.68","202216473.24","n/a","2009","n/a","n/a",
"PAI","Western Asset Investment Grade Income Fund Inc.","13.8","130864033.8","n/a","n/a","n/a","n/a",
"MMU","Western Asset Managed Municipals Fund, Inc.","13.005","562969985.67","n/a","1992","n/a","n/a",
"WMC","Western Asset Mortgage Capital Corporation","9.6","461917238.4","n/a","2012","Consumer Services","Real Estate Investment Trusts",
"DMO","Western Asset Mortgage Defined Opportunity Fund Inc","20.831","217964210.274","n/a","2010","n/a","n/a",
"MTT","Western Asset Municipal Defined Opportunity Trust Inc","20.31","247310097.15","n/a","2009","n/a","n/a",
"MHF","Western Asset Municipal High Income Fund, Inc.","7.15","154675478.1","n/a","1988","n/a","n/a",
"MNP","Western Asset Municipal Partners Fund, Inc.","14.1","137038788.3","n/a","1993","n/a","n/a",
"GFY","Western Asset Variable Rate Strategic Fund Inc.","15.81","73807514.67","n/a","2004","n/a","n/a",
"WIW","Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2","10.37","634479469.58","n/a","2004","n/a","n/a",
"WIA","Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd","10.77","313975871.4","n/a","2003","n/a","n/a",
"WGP","Western Gas Equity Partners, LP","31.39","6872457447.83","n/a","2012","Public Utilities","Natural Gas Distribution",
"WES","Western Gas Partners, LP","48.02","8002759366.28","n/a","2008","Public Utilities","Natural Gas Distribution",
"WU","Western Union Company (The)","18.23","8072373688.22","n/a","n/a","Miscellaneous","Business Services",
"WAB","Westinghouse Air Brake Technologies Corporation","68.54","6621988398.84","n/a","n/a","Capital Goods","Railroads",
"WLK","Westlake Chemical Corporation","75.1","9700320864.1","n/a","2004","Basic Industries","Major Chemicals",
"WLKP","Westlake Chemical Partners LP","22.7","732015321.7","n/a","2014","Basic Industries","Major Chemicals",
